row_id,type,from,condition,condition_var,condition_type,condition_name,save_name,message_text,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,choice_10,image,audio,video,obj_id,_nodeId,no_response,_ui_type,_ui_position
1,save_flow_result,start,,,,,skill,Making a happy and peaceful home,,,,,,,,,,,,,,,d60d4df9-dedc-456f-b3d3-412d2278a9fa,,execute_actions,240;
2,start_new_flow,1,,,,,,PLH - Internal - Update incomplete toolkits,,,,,,,,,,,,,,5754719c-42f8-4256-82c4-7953bc4870ec,95c864d7-d575-4d69-a48e-10eeca758166,,split_by_subflow,260;140
3,split_by_value,2;2,Complete;Expired,,,,,@fields.from_theme,,,,,,,,,,,,,,,370f57ff-1dfe-4c03-b51e-0ad6425a752c,,split_by_contact_field,260;360
4,send_message,3,,,,,,"When we are able to have peaceful and loving relationships, our children feel more secure and loved. Kindness and taking care of yourself help.",,,,,,,,,,,,,,,08f4186f-a02d-45c6-86e5-c54a588214dd,,execute_actions,1430;520
5,split_by_value,4,,,,,,@parent.results.fromwelcome,,,,,,,,,,,,,,,1759a405-0cb7-495b-a262-c8e555a748ea,,split_by_expression,1230;720
6,split_by_value,3;5,yes;yes,@fields.from_theme;@parent.results.fromwelcome,has_any_word;has_any_word,Yes;Yes,,@fields.type_of_media,,,,,,,,,,,,,,,4864bac9-1f03-480e-849a-f460596be3d1,,split_by_contact_field,120;920
7,send_message,6,high,@fields.type_of_media,has_any_word,High,,Here's a video to help you support positive family relationships at home.,,,,,,,,,,,,,https://idems-media-recorder.web.app/storage/project/PLH/subproject/Rapidpro/deployment/Global/resourceGroup/voiceover/resourceType/video/eng/Family_Harmony.m4v,,ca620d7a-226c-4f95-9da6-613cbb9f0af1,,execute_actions,20;1100
8,send_message,6,medium,@fields.type_of_media,has_any_word,Medium,,Here's an audio message to help you support positive family relationships at home.,,,,,,,,,,,,https://idems-media-recorder.web.app/storage/project/PLH/subproject/Rapidpro/deployment/Global/resourceGroup/voiceover/resourceType/audio/eng/Family_Harmony.mp3,,,4e715709-21bc-47a6-9b87-6db424f7054a,,execute_actions,260;1100
9,wait_for_response,7;8,,,,,Result 4,,,,,,,,,,,,,,,,34c531ad-9dad-4c6e-9f78-73e3a011348f,120,wait_for_response,;1500
10,start_new_flow,6;9;9,;;No Response,,,,,PLH - Internal - Update toolkits,,,,,,,,,,,,,,302bcfa6-93f7-4f45-88b2-2d31ca59a1aa,236f013e-20af-49b3-8852-fff0264dd86b,,split_by_subflow,1410;1560
11,send_message,5,,,,,,Would you like to learn more about this tip?,Yes,No,,,,,,,,,,,,,0df701b5-75b7-42a1-bcd6-419468f4167c,,execute_actions,1880;700
12,wait_for_response,11,,,,,Result 2,,,,,,,,,,,,,,,,7d0fa711-b588-4c37-b5fe-b6c353ee8df8,3600,wait_for_response,1310;900
13,go_to,12,yes y yep sure yeah,,has_any_word,Yes,,6,,,,,,,,,,,,,,,,,,
14,send_message,12,,,,,,"Sorry, I don't understand what you mean.",,,,,,,,,,,,,,,cd86ebbc-617a-4d26-b545-ae18c2510552,,execute_actions,1570;880
15,go_to,14,,,,,,11,,,,,,,,,,,,,,,,,,
16,split_by_value,12;12,no not n nope;No Response,,has_any_word;,No;,,@fields.user_name,,,,,,,,,,,,,,,33c8f278-0cf9-4d3a-8f0a-e8ea74d9415e,,split_by_expression,1735;1200
17,send_message,16,,@fields.user_name,has_text,user_name,,"That's okay! You can always type ""Help"" at anytime if you need any support with your children. Chat to you later @fields.user_name!",,,,,,,,,,,,,,,d88f42e3-bfd3-4bb5-b706-5de7bd9a5b2b,,execute_actions,1610;1400
